InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,QHOUR,AVG_SP
m4.10xlarge,0.3025,us-west-2c,2016-01-01,18,2,0.302097
m4.10xlarge,0.3019,us-west-2c,2016-01-01,18,3,0.302313
m4.10xlarge,0.3045,us-west-2c,2016-01-01,19,0,0.304637
m4.10xlarge,0.3032,us-west-2c,2016-01-01,19,1,0.302738
m4.10xlarge,0.3019,us-west-2c,2016-01-01,19,2,0.302782
m4.10xlarge,0.3038,us-west-2c,2016-01-01,19,3,0.301613
m4.10xlarge,0.3013,us-west-2c,2016-01-01,20,0,0.302356
m4.10xlarge,0.3032,us-west-2c,2016-01-01,20,1,0.303046
m4.10xlarge,0.3038,us-west-2c,2016-01-01,20,2,0.302647
m4.10xlarge,0.3019,us-west-2c,2016-01-01,20,3,0.302274
m4.10xlarge,0.3025,us-west-2c,2016-01-01,21,0,0.301976
m4.10xlarge,0.3013,us-west-2c,2016-01-01,21,1,0.301762
m4.10xlarge,0.3025,us-west-2c,2016-01-01,21,2,0.30172
m4.10xlarge,0.3013,us-west-2c,2016-01-01,21,3,0.302075
m4.10xlarge,0.3032,us-west-2c,2016-01-01,22,0,0.297964
m4.10xlarge,0.2984,us-west-2c,2016-01-01,22,1,0.296552
m4.10xlarge,0.2962,us-west-2c,2016-01-01,22,2,0.297164
m4.10xlarge,0.3013,us-west-2c,2016-01-01,22,3,0.3013
m4.10xlarge,0.3013,us-west-2c,2016-01-01,23,0,0.3013
m4.10xlarge,0.3013,us-west-2c,2016-01-01,23,1,0.301363
m4.10xlarge,0.3019,us-west-2c,2016-01-01,23,2,0.301963
m4.10xlarge,0.3025,us-west-2c,2016-01-01,23,3,0.3025
m4.10xlarge,0.3025,us-west-2c,2016-01-02,0,0,0.297538
m4.10xlarge,0.2972,us-west-2c,2016-01-02,0,1,0.296983
m4.10xlarge,0.2978,us-west-2c,2016-01-02,0,2,0.297293
m4.10xlarge,0.2967,us-west-2c,2016-01-02,0,3,0.297197
m4.10xlarge,0.2972,us-west-2c,2016-01-02,1,0,0.297675
m4.10xlarge,0.2984,us-west-2c,2016-01-02,1,1,0.298036
m4.10xlarge,0.2972,us-west-2c,2016-01-02,1,2,0.297195
m4.10xlarge,0.2978,us-west-2c,2016-01-02,1,3,0.304228
m4.10xlarge,0.3079,us-west-2c,2016-01-02,2,0,0.308154
m4.10xlarge,0.3079,us-west-2c,2016-01-02,2,1,0.307864
m4.10xlarge,0.3072,us-west-2c,2016-01-02,2,2,0.308061
m4.10xlarge,0.3093,us-west-2c,2016-01-02,2,3,0.308419
m4.10xlarge,0.3079,us-west-2c,2016-01-02,3,0,0.308399
m4.10xlarge,0.3072,us-west-2c,2016-01-02,3,1,0.307715
m4.10xlarge,0.3072,us-west-2c,2016-01-02,3,2,0.30746
m4.10xlarge,0.3086,us-west-2c,2016-01-02,3,3,0.308794
m4.10xlarge,0.3086,us-west-2c,2016-01-02,4,0,0.307907
m4.10xlarge,0.3079,us-west-2c,2016-01-02,4,1,0.307944
m4.10xlarge,0.3086,us-west-2c,2016-01-02,4,2,0.307791
m4.10xlarge,0.3079,us-west-2c,2016-01-02,4,3,0.307352
m4.10xlarge,0.3086,us-west-2c,2016-01-02,5,0,0.308302
m4.10xlarge,0.3072,us-west-2c,2016-01-02,5,1,0.306603
m4.10xlarge,0.3065,us-west-2c,2016-01-02,5,2,0.306756
m4.10xlarge,0.3065,us-west-2c,2016-01-02,5,3,0.306899
m4.10xlarge,0.3072,us-west-2c,2016-01-02,6,0,0.307979
m4.10xlarge,0.3079,us-west-2c,2016-01-02,6,1,0.307643
m4.10xlarge,0.3079,us-west-2c,2016-01-02,6,2,0.30848
m4.10xlarge,0.3086,us-west-2c,2016-01-02,6,3,0.308872
m4.10xlarge,0.3101,us-west-2c,2016-01-02,7,0,0.308893
m4.10xlarge,0.3079,us-west-2c,2016-01-02,7,1,0.30734
m4.10xlarge,0.3072,us-west-2c,2016-01-02,7,2,0.306531
m4.10xlarge,0.3052,us-west-2c,2016-01-02,7,3,0.305391
