InstanceType,SpotPrice,AvailabilityZone,DATE,AVG_SP
m4.large,0.0225,us-west-2b,2016-01-29,0.022029
m4.large,0.0262,us-west-2b,2016-01-30,0.02204
m4.large,0.0213,us-west-2b,2016-01-31,0.02091
m4.large,0.0202,us-west-2b,2016-02-01,0.024449
m4.large,0.026,us-west-2b,2016-02-02,0.025047
m4.large,0.0236,us-west-2b,2016-02-03,0.023518
m4.large,0.0253,us-west-2b,2016-02-04,0.02282
m4.large,0.0218,us-west-2b,2016-02-05,0.023429
m4.large,0.0245,us-west-2b,2016-02-06,0.02079
m4.large,0.0198,us-west-2b,2016-02-07,0.020673
m4.large,0.0204,us-west-2b,2016-02-08,0.02524
m4.large,0.0241,us-west-2b,2016-02-09,0.026681
m4.large,0.0362,us-west-2b,2016-02-10,0.024219
m4.large,0.0267,us-west-2b,2016-02-11,0.020384
m4.large,0.0216,us-west-2b,2016-02-12,0.022782
m4.large,0.0225,us-west-2b,2016-02-13,0.020593
m4.large,0.0209,us-west-2b,2016-02-14,0.020759
m4.large,0.0231,us-west-2b,2016-02-15,0.022654
m4.large,0.0238,us-west-2b,2016-02-16,0.026189
m4.large,0.0251,us-west-2b,2016-02-17,0.019133
m4.large,0.0191,us-west-2b,2016-02-18,0.018826
m4.large,0.0211,us-west-2b,2016-02-19,0.01667
m4.large,0.0155,us-west-2b,2016-02-20,0.015083
m4.large,0.015,us-west-2b,2016-02-21,0.014887
m4.large,0.015,us-west-2b,2016-02-22,0.015264
m4.large,0.0163,us-west-2b,2016-02-23,0.015822
m4.large,0.0164,us-west-2b,2016-02-24,0.016138
m4.large,0.0166,us-west-2b,2016-02-25,0.016395
m4.large,0.0161,us-west-2b,2016-02-26,0.015633
m4.large,0.0157,us-west-2b,2016-02-27,0.015327
m4.large,0.0153,us-west-2b,2016-02-28,0.01535
m4.large,0.0154,us-west-2b,2016-02-29,0.015856
m4.xlarge,0.0291,us-west-2b,2016-01-01,0.02869
m4.xlarge,0.028,us-west-2b,2016-01-02,0.02838
m4.xlarge,0.0281,us-west-2b,2016-01-03,0.028315
m4.xlarge,0.0282,us-west-2b,2016-01-04,0.028526
m4.xlarge,0.0287,us-west-2b,2016-01-05,0.028753
m4.xlarge,0.0294,us-west-2b,2016-01-06,0.028964
m4.xlarge,0.029,us-west-2b,2016-01-07,0.029004
m4.xlarge,0.0291,us-west-2b,2016-01-08,0.029111
m4.xlarge,0.029,us-west-2b,2016-01-09,0.029146
m4.xlarge,0.0291,us-west-2b,2016-01-10,0.029112
m4.xlarge,0.029,us-west-2b,2016-01-11,0.029557
m4.xlarge,0.03,us-west-2b,2016-01-12,0.030253
m4.xlarge,0.0301,us-west-2b,2016-01-13,0.0307
m4.xlarge,0.0301,us-west-2b,2016-01-14,0.030648
m4.xlarge,0.0304,us-west-2b,2016-01-15,0.031085
m4.xlarge,0.0318,us-west-2b,2016-01-16,0.031294
m4.xlarge,0.0314,us-west-2b,2016-01-17,0.031292
m4.xlarge,0.0304,us-west-2b,2016-01-18,0.031826
m4.xlarge,0.0319,us-west-2b,2016-01-19,0.032299
m4.xlarge,0.0307,us-west-2b,2016-01-20,0.032749
m4.xlarge,0.03366,us-west-2b,2016-01-21,0.031823
m4.xlarge,0.0326,us-west-2b,2016-01-22,0.032064
m4.xlarge,0.032,us-west-2b,2016-01-23,0.033619
m4.xlarge,0.0359,us-west-2b,2016-01-24,0.034967
m4.xlarge,0.0376,us-west-2b,2016-01-25,0.042423
m4.xlarge,0.0533,us-west-2b,2016-01-26,0.05456
m4.xlarge,0.0545,us-west-2b,2016-01-27,0.052844
m4.xlarge,0.0485,us-west-2b,2016-01-28,0.263438
m4.xlarge,0.0325,us-west-2b,2016-01-29,0.054769
m4.xlarge,0.0496,us-west-2b,2016-01-30,0.038067
m4.xlarge,0.0357,us-west-2b,2016-01-31,0.042361
m4.xlarge,0.032,us-west-2b,2016-02-01,0.036944
m4.xlarge,0.0543,us-west-2b,2016-02-02,0.060807
m4.xlarge,0.0619,us-west-2b,2016-02-03,0.061164
m4.xlarge,0.0608,us-west-2b,2016-02-04,0.060032
m4.xlarge,0.0616,us-west-2b,2016-02-05,0.060538
m4.xlarge,0.07,us-west-2b,2016-02-06,0.049813
m4.xlarge,0.0393,us-west-2b,2016-02-07,0.040749
m4.xlarge,0.0386,us-west-2b,2016-02-08,0.04163
m4.xlarge,0.0447,us-west-2b,2016-02-09,0.03998
m4.xlarge,0.0375,us-west-2b,2016-02-10,0.03667
m4.xlarge,0.0387,us-west-2b,2016-02-11,0.036162
m4.xlarge,0.0371,us-west-2b,2016-02-12,0.039242
m4.xlarge,0.0369,us-west-2b,2016-02-13,0.036186
m4.xlarge,0.0344,us-west-2b,2016-02-14,0.035725
m4.xlarge,0.0335,us-west-2b,2016-02-15,0.037204
m4.xlarge,0.038,us-west-2b,2016-02-16,0.041161
m4.xlarge,0.0422,us-west-2b,2016-02-17,0.037187
m4.xlarge,0.035,us-west-2b,2016-02-18,0.036765
m4.xlarge,0.0362,us-west-2b,2016-02-19,0.032633
m4.xlarge,0.03,us-west-2b,2016-02-20,0.030546
m4.xlarge,0.0298,us-west-2b,2016-02-21,0.030181
m4.xlarge,0.0298,us-west-2b,2016-02-22,0.030986
m4.xlarge,0.0325,us-west-2b,2016-02-23,0.032743
m4.xlarge,0.0326,us-west-2b,2016-02-24,0.03352
m4.xlarge,0.0343,us-west-2b,2016-02-25,0.034771
m4.xlarge,0.0344,us-west-2b,2016-02-26,0.033075
m4.xlarge,0.0325,us-west-2b,2016-02-27,0.03212
m4.xlarge,0.031,us-west-2b,2016-02-28,0.031523
m4.xlarge,0.0314,us-west-2b,2016-02-29,0.032335
