InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,AVG_SP
m4.10xlarge,0.3843,us-west-2b,2016-01-13,8,0.383463
m4.10xlarge,0.3843,us-west-2b,2016-01-13,9,0.38282
m4.10xlarge,0.3828,us-west-2b,2016-01-13,10,0.380808
m4.10xlarge,0.3791,us-west-2b,2016-01-13,11,0.380877
m4.10xlarge,0.3813,us-west-2b,2016-01-13,12,0.37571
m4.10xlarge,0.3725,us-west-2b,2016-01-13,13,0.366957
m4.10xlarge,0.3662,us-west-2b,2016-01-13,14,0.367173
m4.10xlarge,0.3701,us-west-2b,2016-01-13,15,0.364729
m4.10xlarge,0.3625,us-west-2b,2016-01-13,16,0.364689
m4.10xlarge,0.369,us-west-2b,2016-01-13,17,0.359733
m4.10xlarge,0.3611,us-west-2b,2016-01-13,18,0.361598
m4.10xlarge,0.3587,us-west-2b,2016-01-13,19,0.359204
m4.10xlarge,0.3599,us-west-2b,2016-01-13,20,0.361073
m4.10xlarge,0.3611,us-west-2b,2016-01-13,21,0.360434
m4.10xlarge,0.3611,us-west-2b,2016-01-13,22,0.390332
m4.10xlarge,0.4437,us-west-2b,2016-01-13,23,0.439977
m4.10xlarge,0.4427,us-west-2b,2016-01-14,0,0.442956
m4.10xlarge,0.4473,us-west-2b,2016-01-14,1,0.444067
m4.10xlarge,0.4497,us-west-2b,2016-01-14,2,0.442693
m4.10xlarge,0.4427,us-west-2b,2016-01-14,3,0.441234
m4.10xlarge,0.4427,us-west-2b,2016-01-14,4,0.444241
m4.10xlarge,0.4342,us-west-2b,2016-01-14,5,0.441051
m4.10xlarge,0.4697,us-west-2b,2016-01-14,6,0.470198
m4.10xlarge,0.4671,us-west-2b,2016-01-14,7,0.466821
m4.10xlarge,0.4646,us-west-2b,2016-01-14,8,0.463349
m4.10xlarge,0.4671,us-west-2b,2016-01-14,9,0.458972
m4.10xlarge,0.4528,us-west-2b,2016-01-14,10,0.453043
m4.10xlarge,0.4474,us-west-2b,2016-01-14,11,0.446331
m4.10xlarge,0.4453,us-west-2b,2016-01-14,12,0.448469
m4.10xlarge,0.4474,us-west-2b,2016-01-14,13,0.447072
m4.10xlarge,0.4518,us-west-2b,2016-01-14,14,0.449408
m4.10xlarge,0.4518,us-west-2b,2016-01-14,15,0.449716
m4.10xlarge,0.4518,us-west-2b,2016-01-14,16,0.448062
m4.10xlarge,0.4441,us-west-2b,2016-01-14,17,0.447378
m4.10xlarge,0.4485,us-west-2b,2016-01-14,18,0.446097
m4.10xlarge,0.4359,us-west-2b,2016-01-14,19,0.437741
m4.10xlarge,0.4463,us-west-2b,2016-01-14,20,0.445267
m4.10xlarge,0.442,us-west-2b,2016-01-14,21,0.441938
m4.10xlarge,0.4441,us-west-2b,2016-01-14,22,0.445108
m4.10xlarge,0.434,us-west-2b,2016-01-14,23,0.437233
m4.10xlarge,0.4359,us-west-2b,2016-01-15,0,0.43643
m4.10xlarge,0.429,us-west-2b,2016-01-15,1,0.429896
m4.10xlarge,0.429,us-west-2b,2016-01-15,2,0.43638
m4.10xlarge,0.4367,us-west-2b,2016-01-15,3,0.437668
m4.10xlarge,0.4388,us-west-2b,2016-01-15,4,0.433797
m4.10xlarge,0.4308,us-west-2b,2016-01-15,5,0.430171
m4.10xlarge,0.4295,us-west-2b,2016-01-15,6,0.429962
m4.10xlarge,0.4276,us-west-2b,2016-01-15,7,0.426478
m4.10xlarge,0.434,us-west-2b,2016-01-15,8,0.440651
m4.10xlarge,0.4485,us-west-2b,2016-01-15,9,0.441736
m4.10xlarge,0.4441,us-west-2b,2016-01-15,10,0.442005
m4.10xlarge,0.442,us-west-2b,2016-01-15,11,0.443036
m4.10xlarge,0.4441,us-west-2b,2016-01-15,12,0.444843
m4.10xlarge,0.4463,us-west-2b,2016-01-15,13,0.443366
m4.10xlarge,0.44,us-west-2b,2016-01-15,14,0.450134
m4.10xlarge,0.4508,us-west-2b,2016-01-15,15,0.452858
m4.10xlarge,0.4554,us-west-2b,2016-01-15,16,0.453791
m4.10xlarge,0.4554,us-west-2b,2016-01-15,17,0.454989
m4.10xlarge,0.4578,us-west-2b,2016-01-15,18,0.452518
m4.10xlarge,0.4485,us-west-2b,2016-01-15,19,0.446583
m4.10xlarge,0.4463,us-west-2b,2016-01-15,20,0.449312
m4.10xlarge,0.4485,us-west-2b,2016-01-15,21,0.451011
m4.10xlarge,0.4518,us-west-2b,2016-01-15,22,0.456835
m4.10xlarge,0.4518,us-west-2b,2016-01-15,23,0.454482
m4.10xlarge,0.4518,us-west-2b,2016-01-16,0,0.452351
m4.10xlarge,0.4541,us-west-2b,2016-01-16,1,0.455387
m4.10xlarge,0.4612,us-west-2b,2016-01-16,2,0.44995
m4.10xlarge,0.4485,us-west-2b,2016-01-16,3,0.451405
m4.10xlarge,0.4554,us-west-2b,2016-01-16,4,0.45128
m4.10xlarge,0.4485,us-west-2b,2016-01-16,5,0.454092
m4.10xlarge,0.4485,us-west-2b,2016-01-16,6,0.453472
m4.10xlarge,0.4578,us-west-2b,2016-01-16,7,0.450125
m4.10xlarge,0.4554,us-west-2b,2016-01-16,8,0.454559
m4.10xlarge,0.4531,us-west-2b,2016-01-16,9,0.434061
m4.10xlarge,0.3696,us-west-2b,2016-01-16,10,0.3687
m4.10xlarge,0.3684,us-west-2b,2016-01-16,11,0.367444
m4.10xlarge,0.3672,us-west-2b,2016-01-16,12,0.369352
m4.10xlarge,0.3684,us-west-2b,2016-01-16,13,0.369965
m4.10xlarge,0.3661,us-west-2b,2016-01-16,14,0.364484
m4.10xlarge,0.3661,us-west-2b,2016-01-16,15,0.366779
m4.10xlarge,0.3739,us-west-2b,2016-01-16,16,0.366922
m4.10xlarge,0.3649,us-west-2b,2016-01-16,17,0.365997
m4.10xlarge,0.3661,us-west-2b,2016-01-16,18,0.366214
m4.10xlarge,0.3661,us-west-2b,2016-01-16,19,0.365029
m4.10xlarge,0.3637,us-west-2b,2016-01-16,20,0.365572
m4.10xlarge,0.3649,us-west-2b,2016-01-16,21,0.364852
m4.10xlarge,0.3661,us-west-2b,2016-01-16,22,0.364632
m4.10xlarge,0.3637,us-west-2b,2016-01-16,23,0.363192
m4.10xlarge,0.3649,us-west-2b,2016-01-17,0,0.364677
m4.10xlarge,0.3649,us-west-2b,2016-01-17,1,0.363256
m4.10xlarge,0.3637,us-west-2b,2016-01-17,2,0.363369
m4.10xlarge,0.3625,us-west-2b,2016-01-17,3,0.363534
m4.10xlarge,0.3614,us-west-2b,2016-01-17,4,0.363869
m4.10xlarge,0.3637,us-west-2b,2016-01-17,5,0.363642
m4.10xlarge,0.3649,us-west-2b,2016-01-17,6,0.36301
m4.10xlarge,0.3614,us-west-2b,2016-01-17,7,0.362248
m4.10xlarge,0.3603,us-west-2b,2016-01-17,8,0.363466
m4.10xlarge,0.3661,us-west-2b,2016-01-17,9,0.365778
m4.10xlarge,0.3649,us-west-2b,2016-01-17,10,0.365241
m4.10xlarge,0.3637,us-west-2b,2016-01-17,11,0.363562
