InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,AVG_SP
m4.10xlarge,0.35,us-west-2c,2016-01-16,22,0.349822
m4.10xlarge,0.3491,us-west-2c,2016-01-16,23,0.349931
m4.10xlarge,0.35,us-west-2c,2016-01-17,0,0.349979
m4.10xlarge,0.35,us-west-2c,2016-01-17,1,0.349855
m4.10xlarge,0.35,us-west-2c,2016-01-17,2,0.349766
m4.10xlarge,0.35,us-west-2c,2016-01-17,3,0.349876
m4.10xlarge,0.35,us-west-2c,2016-01-17,4,0.349918
m4.10xlarge,0.35,us-west-2c,2016-01-17,5,0.349896
m4.10xlarge,0.35,us-west-2c,2016-01-17,6,0.348569
m4.10xlarge,0.35,us-west-2c,2016-01-17,7,0.35
m4.10xlarge,0.35,us-west-2c,2016-01-17,8,0.34954
m4.10xlarge,0.35,us-west-2c,2016-01-17,9,0.349644
m4.10xlarge,0.35,us-west-2c,2016-01-17,10,0.35
m4.10xlarge,0.35,us-west-2c,2016-01-17,11,0.35
m4.10xlarge,0.35,us-west-2c,2016-01-17,12,0.349854
