InstanceType,SpotPrice,AvailabilityZone,DATE,HOUR,AVG_SP
m4.10xlarge,0.3017,us-west-2a,2016-01-06,13,0.299722
m4.10xlarge,0.2956,us-west-2a,2016-01-06,14,0.295931
m4.10xlarge,0.2956,us-west-2a,2016-01-06,15,0.295896
m4.10xlarge,0.2956,us-west-2a,2016-01-06,16,0.30223
m4.10xlarge,0.3065,us-west-2a,2016-01-06,17,0.308249
m4.10xlarge,0.3168,us-west-2a,2016-01-06,18,0.345262
m4.10xlarge,0.3576,us-west-2a,2016-01-06,19,0.372693
m4.10xlarge,0.3805,us-west-2a,2016-01-06,20,0.383131
m4.10xlarge,0.3766,us-west-2a,2016-01-06,21,0.372893
m4.10xlarge,0.3594,us-west-2a,2016-01-06,22,0.353742
m4.10xlarge,0.384,us-west-2a,2016-01-06,23,0.471897
m4.10xlarge,0.4875,us-west-2a,2016-01-07,0,0.466959
m4.10xlarge,0.4317,us-west-2a,2016-01-07,1,0.419366
m4.10xlarge,0.4159,us-west-2a,2016-01-07,2,0.414607
m4.10xlarge,0.4074,us-west-2a,2016-01-07,3,0.394024
m4.10xlarge,0.384,us-west-2a,2016-01-07,4,0.383585
m4.10xlarge,0.3706,us-west-2a,2016-01-07,5,0.375391
m4.10xlarge,0.3821,us-west-2a,2016-01-07,6,0.406687
m4.10xlarge,0.4073,us-west-2a,2016-01-07,7,0.416752
m4.10xlarge,0.4018,us-west-2a,2016-01-07,8,0.37644
m4.10xlarge,0.3576,us-west-2a,2016-01-07,9,0.350896
m4.10xlarge,0.3494,us-west-2a,2016-01-07,10,0.352127
m4.10xlarge,0.353,us-west-2a,2016-01-07,11,0.349378
m4.10xlarge,0.3482,us-west-2a,2016-01-07,12,0.33619
m4.10xlarge,0.3316,us-west-2a,2016-01-07,13,0.330441
m4.10xlarge,0.3281,us-west-2a,2016-01-07,14,0.329597
m4.10xlarge,0.331,us-west-2a,2016-01-07,15,0.331994
m4.10xlarge,0.3305,us-west-2a,2016-01-07,16,0.334432
m4.10xlarge,0.3351,us-west-2a,2016-01-07,17,0.334166
m4.10xlarge,0.3319,us-west-2a,2016-01-07,18,0.346743
m4.10xlarge,0.3803,us-west-2a,2016-01-07,19,0.398715
m4.10xlarge,0.4305,us-west-2a,2016-01-07,20,0.427423
m4.10xlarge,0.4111,us-west-2a,2016-01-07,21,0.414728
m4.10xlarge,0.45,us-west-2a,2016-01-07,22,0.429365
m4.10xlarge,0.4267,us-west-2a,2016-01-07,23,0.411804
m4.10xlarge,0.3858,us-west-2a,2016-01-08,0,0.393738
m4.10xlarge,0.4019,us-west-2a,2016-01-08,1,0.413564
m4.10xlarge,0.4198,us-west-2a,2016-01-08,2,0.415238
m4.10xlarge,0.4145,us-west-2a,2016-01-08,3,0.411837
m4.10xlarge,0.3982,us-west-2a,2016-01-08,4,0.384152
m4.10xlarge,0.3776,us-west-2a,2016-01-08,5,0.390469
m4.10xlarge,0.4082,us-west-2a,2016-01-08,6,0.416712
m4.10xlarge,0.4082,us-west-2a,2016-01-08,7,0.405836
m4.10xlarge,0.417,us-west-2a,2016-01-08,8,0.423632
m4.10xlarge,0.4252,us-west-2a,2016-01-08,9,0.409075
m4.10xlarge,0.3969,us-west-2a,2016-01-08,10,0.378158
m4.10xlarge,0.3646,us-west-2a,2016-01-08,11,0.360373
m4.10xlarge,0.3543,us-west-2a,2016-01-08,12,0.351282
m4.10xlarge,0.345,us-west-2a,2016-01-08,13,0.34601
m4.10xlarge,0.3457,us-west-2a,2016-01-08,14,0.345489
m4.10xlarge,0.3465,us-west-2a,2016-01-08,15,0.352166
m4.10xlarge,0.3568,us-west-2a,2016-01-08,16,0.362978
m4.10xlarge,0.3719,us-west-2a,2016-01-08,17,0.38047
m4.10xlarge,0.398,us-west-2a,2016-01-08,18,0.415621
m4.10xlarge,0.4298,us-west-2a,2016-01-08,19,0.444962
m4.10xlarge,0.4467,us-west-2a,2016-01-08,20,0.443483
m4.10xlarge,0.4424,us-west-2a,2016-01-08,21,0.432477
m4.10xlarge,0.4459,us-west-2a,2016-01-08,22,0.451089
m4.10xlarge,0.4487,us-west-2a,2016-01-08,23,0.468594
m4.10xlarge,0.4738,us-west-2a,2016-01-09,0,0.454191
m4.10xlarge,0.4495,us-west-2a,2016-01-09,1,0.425579
m4.10xlarge,0.4113,us-west-2a,2016-01-09,2,0.43241
m4.10xlarge,0.4201,us-west-2a,2016-01-09,3,0.399846
m4.10xlarge,0.3794,us-west-2a,2016-01-09,4,0.377742
m4.10xlarge,0.38,us-west-2a,2016-01-09,5,0.385326
m4.10xlarge,0.3832,us-west-2a,2016-01-09,6,0.386409
m4.10xlarge,0.3966,us-west-2a,2016-01-09,7,0.404863
m4.10xlarge,0.4031,us-west-2a,2016-01-09,8,0.398399
m4.10xlarge,0.3864,us-west-2a,2016-01-09,9,0.393695
m4.10xlarge,0.3954,us-west-2a,2016-01-09,10,0.396094
m4.10xlarge,0.4077,us-west-2a,2016-01-09,11,0.393515
m4.10xlarge,0.3926,us-west-2a,2016-01-09,12,0.398321
m4.10xlarge,0.4045,us-west-2a,2016-01-09,13,0.394679
m4.10xlarge,0.3895,us-west-2a,2016-01-09,14,0.390835
m4.10xlarge,0.3951,us-west-2a,2016-01-09,15,0.392542
m4.10xlarge,0.3937,us-west-2a,2016-01-09,16,0.392103
m4.10xlarge,0.3954,us-west-2a,2016-01-09,17,0.398402
m4.10xlarge,0.3998,us-west-2a,2016-01-09,18,0.400661
m4.10xlarge,0.4125,us-west-2a,2016-01-09,19,0.411444
m4.10xlarge,0.4046,us-west-2a,2016-01-09,20,0.401982
m4.10xlarge,0.3985,us-west-2a,2016-01-09,21,0.393021
m4.10xlarge,0.3909,us-west-2a,2016-01-09,22,0.400291
m4.10xlarge,0.403,us-west-2a,2016-01-09,23,0.403627
m4.10xlarge,0.4092,us-west-2a,2016-01-10,0,0.414445
m4.10xlarge,0.4296,us-west-2a,2016-01-10,1,0.426999
m4.10xlarge,0.4167,us-west-2a,2016-01-10,2,0.417199
m4.10xlarge,0.4123,us-west-2a,2016-01-10,3,0.406297
m4.10xlarge,0.4,us-west-2a,2016-01-10,4,0.413102
m4.10xlarge,0.4253,us-west-2a,2016-01-10,5,0.413998
m4.10xlarge,0.3985,us-west-2a,2016-01-10,6,0.403829
