InstanceType,SpotPrice,AvailabilityZone,DATE,AVG_SP
m4.xlarge,0.0353,us-west-2c,2016-02-07,0.037217
m4.xlarge,0.0359,us-west-2c,2016-02-08,0.040342
m4.xlarge,0.0441,us-west-2c,2016-02-09,0.041199
m4.xlarge,0.0377,us-west-2c,2016-02-10,0.036225
m4.xlarge,0.0399,us-west-2c,2016-02-11,0.036638
m4.xlarge,0.0404,us-west-2c,2016-02-12,0.039715
m4.xlarge,0.0401,us-west-2c,2016-02-13,0.039218
m4.xlarge,0.0357,us-west-2c,2016-02-14,0.035982
m4.xlarge,0.0334,us-west-2c,2016-02-15,0.037394
m4.xlarge,0.038,us-west-2c,2016-02-16,0.042844
m4.xlarge,0.0504,us-west-2c,2016-02-17,0.04366
m4.xlarge,0.0398,us-west-2c,2016-02-18,0.04596
m4.xlarge,0.0511,us-west-2c,2016-02-19,0.040968
m4.xlarge,0.036,us-west-2c,2016-02-20,0.033232
m4.xlarge,0.0306,us-west-2c,2016-02-21,0.031352
m4.xlarge,0.0318,us-west-2c,2016-02-22,0.033033
m4.xlarge,0.0335,us-west-2c,2016-02-23,0.033607
m4.xlarge,0.0361,us-west-2c,2016-02-24,0.034202
m4.xlarge,0.0342,us-west-2c,2016-02-25,0.076126
m4.xlarge,0.058,us-west-2c,2016-02-26,0.034276
m4.xlarge,0.0406,us-west-2c,2016-02-27,0.032171
m4.xlarge,0.0285,us-west-2c,2016-02-28,0.028967
m4.xlarge,0.0286,us-west-2c,2016-02-29,0.030397
